2016-10-10 14:10:13,465 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@68be2bc2: startup date [Mon Oct 10 14:10:13 CEST 2016]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2016-10-11 11:41:16,207 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2016-10-11 11:41:16,211 | INFO  | Listening for connections at: stomp://shiki:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2016-10-11 11:41:16,212 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2016-10-11 11:41:16,216 | INFO  | Listening for connections at: mqtt://shiki:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2016-10-11 11:41:16,218 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2016-10-11 11:41:21,680 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@558bdf1f{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2016-10-11 11:41:22,310 | INFO  | Listening for connections at ws://shiki:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2016-10-11 11:41:22,312 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2016-10-11 11:41:22,313 | INFO  | Apache ActiveMQ 5.14.0 (localhost, ID:shiki-37993-1476178875599-0:1) started | org.apache.activemq.broker.BrokerService | main
2016-10-11 11:41:22,314 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2016-10-11 11:41:24,608 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2016-10-11 11:41:25,618 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2016-10-11 11:41:25,618 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2016-10-11 11:41:26,009 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2016-10-11 11:41:27,459 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2016-10-11 11:41:27,735 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2016-10-11 11:43:47,749 | WARN  | Transport Connection to: tcp://127.0.0.1:44730 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:44730@61616
2016-10-11 11:49:43,727 | WARN  | Transport Connection to: tcp://127.0.0.1:44738 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:44738@61616
2016-10-11 11:53:45,397 | WARN  | Transport Connection to: tcp://127.0.0.1:44776 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:44776@61616
2016-10-11 12:35:59,590 | WARN  | Transport Connection to: tcp://127.0.0.1:44802 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:44802@61616
2016-10-11 12:36:02,027 | WARN  | Transport Connection to: tcp://127.0.0.1:44796 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:44796@61616
2016-10-11 12:36:03,766 | WARN  | Transport Connection to: tcp://127.0.0.1:44830 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:44830@61616
2016-10-11 13:27:42,781 | WARN  | Transport Connection to: tcp://127.0.0.1:44908 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:44908@61616
